timestamp,model,word,tokens_in,tokens_out,cost_usd,cached
2026-08-03 19:32:58,claude-haiku-4-5-20251001,恶化,859,124,0.0014789999999999998,False
2026-08-03 19:33:01,claude-haiku-4-5-20251001,拥挤,860,121,0.001465,False
2026-08-03 19:33:02,claude-haiku-4-5-20251001,打印,858,116,0.001438,False
2026-08-03 19:33:06,claude-haiku-4-5-20251001,消毒,859,118,0.001449,False
2026-08-03 19:33:08,claude-haiku-4-5-20251001,卑鄙,861,127,0.001496,False
2026-08-03 19:33:10,claude-haiku-4-5-20251001,犬,858,113,0.001423,False
2026-08-03 19:33:12,claude-haiku-4-5-20251001,访问,858,133,0.001523,False
2026-08-03 19:33:13,claude-haiku-4-5-20251001,便利,858,118,0.001448,False
2026-08-03 19:33:15,claude-haiku-4-5-20251001,歧视,859,121,0.001464,False
2026-08-03 19:33:17,claude-haiku-4-5-20251001,肿瘤,861,139,0.001556,False
2026-08-03 19:33:19,claude-haiku-4-5-20251001,施展,858,141,0.0015630000000000002,False
2026-08-03 19:33:21,claude-haiku-4-5-20251001,曝光,859,141,0.001564,False
2026-08-03 19:33:23,claude-haiku-4-5-20251001,免疫,859,129,0.001504,False
2026-08-03 19:33:25,claude-haiku-4-5-20251001,挽回,859,133,0.001524,False
2026-08-03 19:33:27,claude-haiku-4-5-20251001,逮捕,860,126,0.00149,False
2026-08-03 19:33:29,claude-haiku-4-5-20251001,面貌,859,129,0.001504,False
2026-08-03 19:33:31,claude-haiku-4-5-20251001,复活,858,140,0.001558,False
2026-08-03 19:33:33,claude-haiku-4-5-20251001,粉碎,860,130,0.00151,False
2026-08-03 19:33:35,claude-haiku-4-5-20251001,就业,858,120,0.001458,False
2026-08-03 19:33:36,claude-haiku-4-5-20251001,定期,858,119,0.001453,False
2026-08-03 19:33:38,claude-haiku-4-5-20251001,妥协,859,131,0.0015140000000000002,False
2026-08-03 19:33:40,claude-haiku-4-5-20251001,咨询,859,123,0.001474,False
2026-08-03 19:33:42,claude-haiku-4-5-20251001,入口,858,117,0.001443,False
2026-08-03 19:33:43,claude-haiku-4-5-20251001,准时,858,109,0.0014030000000000002,False
2026-08-03 19:33:45,claude-haiku-4-5-20251001,垫,858,147,0.001593,False
2026-08-03 19:33:48,claude-haiku-4-5-20251001,划分,858,129,0.001503,False
2026-08-03 19:33:49,claude-haiku-4-5-20251001,塔,858,116,0.001438,False
2026-08-03 19:33:51,claude-haiku-4-5-20251001,证件,858,108,0.001398,False
2026-08-03 19:33:52,claude-haiku-4-5-20251001,轮流,859,114,0.001429,False
2026-08-03 19:33:55,claude-haiku-4-5-20251001,秩序,859,114,0.001429,False
2026-08-03 19:33:57,claude-haiku-4-5-20251001,红包,858,130,0.001508,False
2026-08-03 19:33:59,claude-haiku-4-5-20251001,阵容,859,140,0.0015589999999999998,False
2026-08-03 19:34:01,claude-haiku-4-5-20251001,提示,858,121,0.0014629999999999999,False
2026-08-03 19:34:03,claude-haiku-4-5-20251001,威风,858,129,0.001503,False
2026-08-03 19:34:05,claude-haiku-4-5-20251001,障碍,859,132,0.001519,False
2026-08-03 19:34:07,claude-haiku-4-5-20251001,浅,858,120,0.001458,False
2026-08-03 19:34:10,claude-haiku-4-5-20251001,宗教,859,112,0.001419,False
2026-08-03 19:34:12,claude-haiku-4-5-20251001,牵扯,860,127,0.0014949999999999998,False
2026-08-03 19:34:14,claude-haiku-4-5-20251001,决策,858,118,0.001448,False
2026-08-03 19:34:16,claude-haiku-4-5-20251001,仪器,859,125,0.001484,False
2026-08-03 19:34:18,claude-haiku-4-5-20251001,饮食,859,116,0.001439,False
2026-08-03 19:34:20,claude-haiku-4-5-20251001,硬币,859,117,0.001444,False
2026-08-03 19:34:21,claude-haiku-4-5-20251001,学历,858,123,0.0014730000000000001,False
2026-08-03 19:34:25,claude-haiku-4-5-20251001,搭档,859,134,0.001529,False
2026-08-03 19:34:27,claude-haiku-4-5-20251001,牵,858,136,0.001538,False
2026-08-03 19:34:28,claude-haiku-4-5-20251001,更新,858,117,0.001443,False
2026-08-03 19:34:30,claude-haiku-4-5-20251001,电梯,859,108,0.001399,False
2026-08-03 19:34:32,claude-haiku-4-5-20251001,有利,858,116,0.001438,False
2026-08-03 19:34:34,claude-haiku-4-5-20251001,愚蠢,861,111,0.0014160000000000002,False
2026-08-03 19:34:36,claude-haiku-4-5-20251001,绝望,859,130,0.001509,False
2026-08-03 19:34:38,claude-haiku-4-5-20251001,导弹,859,114,0.001429,False
2026-08-03 19:34:39,claude-haiku-4-5-20251001,岳父,859,119,0.001454,False
2026-08-03 19:34:41,claude-haiku-4-5-20251001,歪,858,135,0.001533,False
2026-08-03 19:34:43,claude-haiku-4-5-20251001,吹牛,860,141,0.001565,False
2026-08-03 19:34:45,claude-haiku-4-5-20251001,残酷,859,125,0.001484,False
2026-08-03 19:34:48,claude-haiku-4-5-20251001,鉴定,860,137,0.001545,False
2026-08-03 19:34:49,claude-haiku-4-5-20251001,贷款,859,126,0.0014889999999999999,False
2026-08-03 19:34:51,claude-haiku-4-5-20251001,防守,858,112,0.001418,False
2026-08-03 19:34:53,claude-haiku-4-5-20251001,馒头,859,128,0.001499,False
2026-08-03 19:34:55,claude-haiku-4-5-20251001,道德,858,125,0.001483,False
2026-08-03 19:34:57,claude-haiku-4-5-20251001,逃避,859,128,0.001499,False
2026-08-03 19:34:59,claude-haiku-4-5-20251001,按时,858,113,0.001423,False
2026-08-03 19:35:01,claude-haiku-4-5-20251001,发烧,859,124,0.0014789999999999998,False
2026-08-03 19:35:03,claude-haiku-4-5-20251001,差距,858,122,0.0014680000000000001,False
2026-08-03 19:35:05,claude-haiku-4-5-20251001,拥抱,860,112,0.0014199999999999998,False
2026-08-03 19:35:07,claude-haiku-4-5-20251001,扛,858,128,0.001498,False
2026-08-03 19:35:09,claude-haiku-4-5-20251001,裤子,859,111,0.001414,False
2026-08-03 19:35:11,claude-haiku-4-5-20251001,平,857,123,0.0014720000000000002,False
2026-08-03 19:35:12,claude-haiku-4-5-20251001,在意,858,129,0.001503,False
2026-08-03 19:35:15,claude-haiku-4-5-20251001,渴望,859,120,0.001459,False
2026-08-03 19:35:17,claude-haiku-4-5-20251001,出身,858,118,0.001448,False
2026-08-03 19:35:18,claude-haiku-4-5-20251001,包围,858,115,0.001433,False
2026-08-03 19:35:20,claude-haiku-4-5-20251001,必然,858,120,0.001458,False
2026-08-03 19:35:22,claude-haiku-4-5-20251001,魅力,859,133,0.001524,False
2026-08-03 19:35:24,claude-haiku-4-5-20251001,捏,858,115,0.001433,False
2026-08-03 19:35:26,claude-haiku-4-5-20251001,遥远,859,118,0.001449,False
2026-08-03 19:35:28,claude-haiku-4-5-20251001,系,857,142,0.001567,False
2026-08-03 19:35:31,claude-haiku-4-5-20251001,随意,858,127,0.001493,False
2026-08-03 19:35:33,claude-haiku-4-5-20251001,解放,858,125,0.001483,False
2026-08-03 19:35:35,claude-haiku-4-5-20251001,联合,858,123,0.0014730000000000001,False
2026-08-03 19:35:37,claude-haiku-4-5-20251001,综合,858,126,0.0014880000000000002,False
2026-08-03 19:35:39,claude-haiku-4-5-20251001,底,857,133,0.001522,False
2026-08-03 19:35:41,claude-haiku-4-5-20251001,盘子,859,115,0.001434,False
2026-08-03 19:35:42,claude-haiku-4-5-20251001,面临,858,128,0.001498,False
2026-08-03 19:35:44,claude-haiku-4-5-20251001,吐,858,128,0.001498,False
2026-08-03 19:35:46,claude-haiku-4-5-20251001,动静,858,139,0.0015530000000000001,False
2026-08-03 19:35:48,claude-haiku-4-5-20251001,起床,858,115,0.001433,False
2026-08-03 19:35:50,claude-haiku-4-5-20251001,伙伴,860,119,0.0014550000000000001,False
2026-08-03 19:35:52,claude-haiku-4-5-20251001,退,857,120,0.001457,False
2026-08-03 19:35:58,claude-haiku-4-5-20251001,扑,858,124,0.0014780000000000001,False
2026-08-03 19:35:59,claude-haiku-4-5-20251001,能干,858,120,0.001458,False
2026-08-03 19:36:01,claude-haiku-4-5-20251001,蔬菜,861,129,0.001506,False
2026-08-03 19:36:03,claude-haiku-4-5-20251001,决心,858,120,0.001458,False
2026-08-03 19:36:05,claude-haiku-4-5-20251001,甩,858,130,0.001508,False
2026-08-03 19:36:07,claude-haiku-4-5-20251001,考验,858,132,0.001518,False
2026-08-03 19:36:09,claude-haiku-4-5-20251001,踏实,859,139,0.0015539999999999998,False
2026-08-03 19:36:12,claude-haiku-4-5-20251001,恋爱,860,126,0.00149,False
2026-08-03 19:36:13,claude-haiku-4-5-20251001,展示,858,118,0.001448,False
2026-08-03 19:36:15,claude-haiku-4-5-20251001,教训,858,139,0.0015530000000000001,False
2026-08-03 19:36:17,claude-haiku-4-5-20251001,担任,858,122,0.0014680000000000001,False
2026-08-03 19:36:20,claude-haiku-4-5-20251001,扶,858,130,0.001508,False
2026-08-03 19:36:21,claude-haiku-4-5-20251001,灯,858,108,0.001398,False
2026-08-03 19:36:23,claude-haiku-4-5-20251001,报纸,859,105,0.001384,False
2026-08-03 19:36:25,claude-haiku-4-5-20251001,欣赏,860,131,0.001515,False
2026-08-03 19:36:27,claude-haiku-4-5-20251001,演出,858,124,0.0014780000000000001,False
2026-08-03 19:36:29,claude-haiku-4-5-20251001,稳定,859,128,0.001499,False
2026-08-03 19:36:31,claude-haiku-4-5-20251001,去年,858,112,0.001418,False
2026-08-03 19:36:33,claude-haiku-4-5-20251001,提前,858,125,0.001483,False
2026-08-03 19:36:34,claude-haiku-4-5-20251001,摸,858,125,0.001483,False
2026-08-03 19:36:37,claude-haiku-4-5-20251001,调整,858,134,0.001528,False
2026-08-03 19:36:39,claude-haiku-4-5-20251001,心理,858,120,0.001458,False
2026-08-03 19:36:41,claude-haiku-4-5-20251001,成立,858,121,0.0014629999999999999,False
2026-08-03 19:36:42,claude-haiku-4-5-20251001,有趣,859,114,0.001429,False
2026-08-03 19:36:44,claude-haiku-4-5-20251001,因素,858,122,0.0014680000000000001,False
2026-08-03 19:36:46,claude-haiku-4-5-20251001,报仇,859,118,0.001449,False
2026-08-03 19:36:48,claude-haiku-4-5-20251001,牺牲,860,137,0.001545,False
2026-08-03 19:36:49,claude-haiku-4-5-20251001,重点,858,122,0.0014680000000000001,False
2026-08-03 19:36:51,claude-haiku-4-5-20251001,行业,858,111,0.0014130000000000002,False
2026-08-03 19:36:53,claude-haiku-4-5-20251001,仿佛,860,123,0.0014750000000000002,False
2026-08-03 19:36:55,claude-haiku-4-5-20251001,争取,858,123,0.0014730000000000001,False
2026-08-03 19:36:57,claude-haiku-4-5-20251001,中心,858,116,0.001438,False
2026-08-03 19:36:59,claude-haiku-4-5-20251001,作业,858,116,0.001438,False
2026-08-03 19:37:00,claude-haiku-4-5-20251001,电脑,859,105,0.001384,False
2026-08-03 19:37:02,claude-haiku-4-5-20251001,失去,858,116,0.001438,False
2026-08-03 19:37:04,claude-haiku-4-5-20251001,味道,858,112,0.001418,False
2026-08-03 19:37:05,claude-haiku-4-5-20251001,战争,858,120,0.001458,False
2026-08-03 19:37:07,claude-haiku-4-5-20251001,外,857,106,0.001387,False
2026-08-03 19:37:09,claude-haiku-4-5-20251001,关键,858,121,0.0014629999999999999,False
2026-08-03 19:37:11,claude-haiku-4-5-20251001,可怕,859,119,0.001454,False
2026-08-03 19:37:12,claude-haiku-4-5-20251001,的确,858,133,0.001523,False
2026-08-03 19:37:14,claude-haiku-4-5-20251001,骗,858,129,0.001503,False
2026-08-03 19:37:16,claude-haiku-4-5-20251001,企业,858,126,0.0014880000000000002,False
2026-08-03 19:37:18,claude-haiku-4-5-20251001,发,857,128,0.001497,False
2026-08-03 19:37:20,claude-haiku-4-5-20251001,误会,858,118,0.001448,False
2026-08-03 19:37:22,claude-haiku-4-5-20251001,副,857,137,0.001542,False
2026-08-03 19:37:24,claude-haiku-4-5-20251001,测量,858,122,0.0014680000000000001,False
2026-08-03 19:37:26,claude-haiku-4-5-20251001,提醒,859,119,0.001454,False
2026-08-03 19:37:28,claude-haiku-4-5-20251001,未来,858,114,0.001428,False
2026-08-03 19:37:29,claude-haiku-4-5-20251001,熟悉,860,125,0.001485,False
2026-08-03 19:37:31,claude-haiku-4-5-20251001,教育,858,114,0.001428,False
2026-08-03 19:37:33,claude-haiku-4-5-20251001,故意,858,114,0.001428,False
2026-08-03 19:37:35,claude-haiku-4-5-20251001,久,857,114,0.0014269999999999999,False
2026-08-03 19:37:37,claude-haiku-4-5-20251001,丈夫,860,105,0.001385,False
2026-08-03 19:37:38,claude-haiku-4-5-20251001,可是,858,138,0.001548,False
2026-08-03 19:37:40,claude-haiku-4-5-20251001,走,857,113,0.001422,False
2026-08-03 19:37:42,claude-haiku-4-5-20251001,接受,858,117,0.001443,False
2026-08-03 19:37:44,claude-haiku-4-5-20251001,先生,858,131,0.001513,False
2026-08-03 19:37:46,claude-haiku-4-5-20251001,意思,858,116,0.001438,False
2026-08-03 19:37:48,claude-haiku-4-5-20251001,其中,858,120,0.001458,False
2026-08-03 19:37:50,claude-haiku-4-5-20251001,答案,858,105,0.0013830000000000001,False
2026-08-03 19:37:51,claude-haiku-4-5-20251001,老,857,137,0.001542,False
2026-08-03 19:37:53,claude-haiku-4-5-20251001,解决,858,118,0.001448,False
2026-08-03 19:37:55,claude-haiku-4-5-20251001,男人,858,104,0.0013779999999999999,False
2026-08-03 19:37:57,claude-haiku-4-5-20251001,比赛,859,115,0.001434,False
2026-08-03 19:37:58,claude-haiku-4-5-20251001,搞,858,137,0.001543,False
2026-08-03 19:38:00,claude-haiku-4-5-20251001,答应,858,114,0.001428,False
2026-08-03 19:38:02,claude-haiku-4-5-20251001,分,857,143,0.001572,False
2026-08-03 19:38:04,claude-haiku-4-5-20251001,永远,858,107,0.0013930000000000001,False
2026-08-03 19:38:06,claude-haiku-4-5-20251001,地方,858,114,0.001428,False
2026-08-03 19:38:07,claude-haiku-4-5-20251001,参加,858,116,0.001438,False
2026-08-03 19:38:09,claude-haiku-4-5-20251001,努力,858,131,0.001513,False
2026-08-03 19:38:11,claude-haiku-4-5-20251001,多,857,116,0.001437,False
2026-08-03 19:38:13,claude-haiku-4-5-20251001,今天,858,100,0.001358,False
2026-08-03 19:38:16,gpt-4.1-mini,籍贯,231,43,0.00016120000000000002,False
2026-08-03 19:38:19,gpt-4.1-mini,展望,230,45,0.00016400000000000003,False
2026-08-03 19:38:21,gpt-4.1-mini,自满,230,63,0.00019280000000000002,False
2026-08-03 19:38:23,gpt-4.1-mini,国籍,230,43,0.0001608,False
2026-08-03 19:38:25,gpt-4.1-mini,埋没,231,46,0.00016600000000000002,False
2026-08-03 19:38:27,gpt-4.1-mini,瞻仰,233,63,0.000194,False
2026-08-03 19:38:28,gpt-4.1-mini,诽谤,233,55,0.0001812,False
2026-08-03 19:38:30,gpt-4.1-mini,炉灶,232,42,0.00015999999999999999,False
2026-08-03 19:38:33,gpt-4.1-mini,玩弄,230,61,0.0001896,False
2026-08-03 19:38:35,gpt-4.1-mini,威信,230,45,0.00016400000000000003,False
2026-08-03 19:38:37,gpt-4.1-mini,正负,230,46,0.00016560000000000001,False
2026-08-03 19:38:39,gpt-4.1-mini,霞,230,51,0.00017360000000000002,False
2026-08-03 19:38:41,gpt-4.1-mini,风味,230,48,0.00016880000000000004,False
2026-08-03 19:38:43,gpt-4.1-mini,投机,230,47,0.0001672,False
2026-08-03 19:38:45,gpt-4.1-mini,衷心,231,42,0.0001596,False
2026-08-03 19:38:46,gpt-4.1-mini,支流,230,48,0.00016880000000000004,False
2026-08-03 19:38:48,gpt-4.1-mini,挥霍,231,44,0.0001628,False
2026-08-03 19:38:51,gpt-4.1-mini,挎,230,58,0.00018480000000000002,False
2026-08-03 19:38:53,gpt-4.1-mini,照常,232,41,0.0001584,False
2026-08-03 19:38:55,gpt-4.1-mini,交际,231,45,0.0001644,False
2026-08-03 19:38:57,gpt-4.1-mini,督促,231,45,0.0001644,False
2026-08-03 19:39:01,gpt-4.1-mini,埋葬,232,49,0.00017120000000000001,False
2026-08-03 19:39:04,gpt-4.1-mini,绅士,231,54,0.0001788,False
2026-08-03 19:39:05,gpt-4.1-mini,窄,231,39,0.00015480000000000002,False
2026-08-03 19:39:07,gpt-4.1-mini,反感,231,49,0.00017080000000000003,False
2026-08-03 19:39:09,gpt-4.1-mini,理睬,231,43,0.00016120000000000002,False
2026-08-03 19:39:11,gpt-4.1-mini,让步,231,45,0.0001644,False
2026-08-03 19:39:13,gpt-4.1-mini,毅力,231,54,0.0001788,False
2026-08-03 19:39:15,gpt-4.1-mini,油漆,232,39,0.0001552,False
2026-08-03 19:39:17,gpt-4.1-mini,向导,231,53,0.00017720000000000002,False
2026-08-03 19:39:18,gpt-4.1-mini,旋律,231,51,0.000174,False
2026-08-03 19:39:21,gpt-4.1-mini,镇定,230,55,0.00018000000000000004,False
2026-08-03 19:39:22,gpt-4.1-mini,领土,231,45,0.0001644,False
2026-08-03 19:39:24,gpt-4.1-mini,怠慢,231,60,0.00018840000000000003,False
2026-08-03 19:39:26,gpt-4.1-mini,若干,230,44,0.00016240000000000002,False
2026-08-03 19:39:28,gpt-4.1-mini,把戏,231,55,0.00018040000000000002,False
2026-08-03 19:39:30,gpt-4.1-mini,悬挂,231,44,0.0001628,False
2026-08-03 19:39:32,gpt-4.1-mini,恶化,231,46,0.00016600000000000002,False
2026-08-03 19:39:34,gpt-4.1-mini,拥挤,232,41,0.0001584,False
2026-08-03 19:39:35,gpt-4.1-mini,打印,230,38,0.00015280000000000003,False
2026-08-03 19:39:37,gpt-4.1-mini,消毒,230,49,0.00017040000000000002,False
2026-08-03 19:39:38,gpt-4.1-mini,卑鄙,232,47,0.00016800000000000002,False
2026-08-03 19:39:40,gpt-4.1-mini,犬,230,44,0.00016240000000000002,False
2026-08-03 19:39:43,gpt-4.1-mini,访问,230,42,0.00015920000000000002,False
2026-08-03 19:39:44,gpt-4.1-mini,便利,230,42,0.00015920000000000002,False
2026-08-03 19:39:47,gpt-4.1-mini,歧视,231,39,0.00015480000000000002,False
2026-08-03 19:39:49,gpt-4.1-mini,肿瘤,232,58,0.0001856,False
2026-08-03 19:39:51,gpt-4.1-mini,施展,231,54,0.0001788,False
2026-08-03 19:39:53,gpt-4.1-mini,曝光,231,60,0.00018840000000000003,False
2026-08-03 19:39:55,gpt-4.1-mini,免疫,231,51,0.000174,False
2026-08-03 19:39:56,gpt-4.1-mini,挽回,231,47,0.0001676,False
2026-08-03 19:39:58,gpt-4.1-mini,逮捕,232,44,0.0001632,False
2026-08-03 19:40:00,gpt-4.1-mini,面貌,230,46,0.00016560000000000001,False
2026-08-03 19:40:02,gpt-4.1-mini,复活,231,42,0.0001596,False
2026-08-03 19:40:04,gpt-4.1-mini,粉碎,231,43,0.00016120000000000002,False
2026-08-03 19:40:06,gpt-4.1-mini,就业,230,45,0.00016400000000000003,False
2026-08-03 19:40:08,gpt-4.1-mini,定期,230,41,0.00015760000000000004,False
2026-08-03 19:40:11,gpt-4.1-mini,妥协,231,47,0.0001676,False
2026-08-03 19:40:13,gpt-4.1-mini,咨询,231,41,0.00015800000000000002,False
2026-08-03 19:40:15,gpt-4.1-mini,入口,230,35,0.00014800000000000002,False
2026-08-03 19:40:16,gpt-4.1-mini,准时,231,34,0.00014680000000000002,False
2026-08-03 19:40:19,gpt-4.1-mini,垫,231,62,0.00019160000000000002,False
2026-08-03 19:40:20,gpt-4.1-mini,划分,231,49,0.00017080000000000003,False
2026-08-03 19:40:22,gpt-4.1-mini,塔,230,36,0.0001496,False
2026-08-03 19:40:24,gpt-4.1-mini,证件,231,40,0.0001564,False
2026-08-03 19:40:26,gpt-4.1-mini,轮流,231,36,0.00015000000000000001,False
2026-08-03 19:40:28,gpt-4.1-mini,秩序,231,46,0.00016600000000000002,False
2026-08-03 19:40:30,gpt-4.1-mini,红包,230,63,0.00019280000000000002,False
2026-08-03 19:40:34,gpt-4.1-mini,阵容,231,61,0.00019,False
2026-08-03 19:40:35,gpt-4.1-mini,提示,230,47,0.0001672,False
2026-08-03 19:40:37,gpt-4.1-mini,威风,230,51,0.00017360000000000002,False
2026-08-03 19:40:39,gpt-4.1-mini,障碍,231,45,0.0001644,False
2026-08-03 19:40:41,gpt-4.1-mini,浅,230,46,0.00016560000000000001,False
2026-08-03 19:40:43,gpt-4.1-mini,宗教,231,43,0.00016120000000000002,False
2026-08-03 19:40:46,gpt-4.1-mini,牵扯,233,56,0.0001828,False
2026-08-03 19:40:48,gpt-4.1-mini,决策,231,53,0.00017720000000000002,False
2026-08-03 19:40:50,gpt-4.1-mini,仪器,231,50,0.00017240000000000002,False
2026-08-03 19:40:52,gpt-4.1-mini,饮食,231,38,0.0001532,False
2026-08-03 19:40:53,gpt-4.1-mini,硬币,232,40,0.00015680000000000002,False
2026-08-03 19:40:56,gpt-4.1-mini,学历,230,37,0.00015120000000000002,False
2026-08-03 19:40:58,gpt-4.1-mini,搭档,231,52,0.0001756,False
2026-08-03 19:41:00,gpt-4.1-mini,牵,231,50,0.00017240000000000002,False
2026-08-03 19:41:02,gpt-4.1-mini,更新,229,38,0.00015240000000000002,False
2026-08-03 19:41:04,gpt-4.1-mini,电梯,230,50,0.000172,False
2026-08-03 19:41:05,gpt-4.1-mini,有利,230,37,0.00015120000000000002,False
2026-08-03 19:42:18,gpt-4.1-mini,愚蠢,233,42,0.0001604,False
2026-08-03 19:42:21,gpt-4.1-mini,绝望,231,45,0.0001644,False
2026-08-03 19:42:23,gpt-4.1-mini,导弹,230,44,0.00016240000000000002,False
2026-08-03 19:42:25,gpt-4.1-mini,岳父,230,41,0.00015760000000000004,False
2026-08-03 19:42:27,gpt-4.1-mini,歪,230,47,0.0001672,False
2026-08-03 19:42:29,gpt-4.1-mini,吹牛,231,56,0.00018200000000000003,False
2026-08-03 19:42:31,gpt-4.1-mini,残酷,232,43,0.00016160000000000002,False
2026-08-03 19:42:33,gpt-4.1-mini,鉴定,231,47,0.0001676,False
2026-08-03 19:42:35,gpt-4.1-mini,贷款,230,35,0.00014800000000000002,False
2026-08-03 19:42:37,gpt-4.1-mini,防守,230,53,0.00017680000000000001,False
2026-08-03 19:42:38,gpt-4.1-mini,馒头,231,50,0.00017240000000000002,False
2026-08-03 19:42:40,gpt-4.1-mini,道德,231,40,0.0001564,False
2026-08-03 19:42:42,gpt-4.1-mini,逃避,231,49,0.00017080000000000003,False
2026-08-03 19:42:43,gpt-4.1-mini,按时,231,40,0.0001564,False
2026-08-03 19:42:45,gpt-4.1-mini,发烧,230,42,0.00015920000000000002,False
2026-08-03 19:42:47,gpt-4.1-mini,差距,231,38,0.0001532,False
2026-08-03 19:42:48,gpt-4.1-mini,拥抱,231,39,0.00015480000000000002,False
2026-08-03 19:42:51,gpt-4.1-mini,扛,230,47,0.0001672,False
2026-08-03 19:42:52,gpt-4.1-mini,裤子,231,34,0.00014680000000000002,False
2026-08-03 19:42:54,gpt-4.1-mini,平,229,40,0.00015560000000000001,False
2026-08-03 19:42:56,gpt-4.1-mini,在意,230,42,0.00015920000000000002,False
2026-08-03 19:42:57,gpt-4.1-mini,渴望,231,49,0.00017080000000000003,False
2026-08-03 19:42:59,gpt-4.1-mini,出身,230,48,0.00016880000000000004,False
2026-08-03 19:43:01,gpt-4.1-mini,包围,230,41,0.00015760000000000004,False
2026-08-03 19:43:03,gpt-4.1-mini,必然,230,39,0.0001544,False
2026-08-03 19:43:04,gpt-4.1-mini,魅力,232,44,0.0001632,False
2026-08-03 19:43:06,gpt-4.1-mini,捏,230,62,0.00019120000000000004,False
2026-08-03 19:43:09,gpt-4.1-mini,遥远,231,38,0.0001532,False
2026-08-03 19:43:11,gpt-4.1-mini,系,229,42,0.0001588,False
2026-08-03 19:43:13,gpt-4.1-mini,随意,231,42,0.0001596,False
2026-08-03 19:43:15,gpt-4.1-mini,解放,230,50,0.000172,False
2026-08-03 19:43:16,gpt-4.1-mini,联合,230,39,0.0001544,False
2026-08-03 19:43:18,gpt-4.1-mini,综合,229,42,0.0001588,False
2026-08-03 19:43:20,gpt-4.1-mini,底,230,39,0.0001544,False
2026-08-03 19:43:22,gpt-4.1-mini,盘子,231,33,0.0001452,False
2026-08-03 19:43:23,gpt-4.1-mini,面临,230,44,0.00016240000000000002,False
